ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.199999021892821460e+01,1.200000494834168450e+02,0.000000000000000000e+00,3.999999286256323394e+00,-2.389549933743370311e-03,0.000000000000000000e+00
3.199999382620967836e+01,1.200000494809469416e+02,0.000000000000000000e+00,3.999999357567808111e+00,-2.267037076349843940e-03,0.000000000000000000e+00
3.199999743349120251e+01,1.200000494786036711e+02,0.000000000000000000e+00,3.999999421754427242e+00,-2.150805484295568049e-03,0.000000000000000000e+00
3.200000104077277996e+01,1.200000494763805392e+02,0.000000000000000000e+00,3.999999479528039359e+00,-2.040533115696528937e-03,0.000000000000000000e+00
3.200000464805440714e+01,1.200000494742713926e+02,0.000000000000000000e+00,3.999999531529380370e+00,-1.935914439801157683e-03,0.000000000000000000e+00
3.200000825533607696e+01,1.200000494722703905e+02,0.000000000000000000e+00,3.999999578335168948e+00,-1.836659590466240607e-03,0.000000000000000000e+00
3.200001186261778230e+01,1.200000494703719625e+02,0.000000000000000000e+00,3.999999620464502748e+00,-1.742493563033448113e-03,0.000000000000000000e+00
3.200001546989953027e+01,1.200000494685708787e+02,0.000000000000000000e+00,3.999999658384614687e+00,-1.653155452381461620e-03,0.000000000000000000e+00
3.200001907718129956e+01,1.200000494668621229e+02,0.000000000000000000e+00,3.999999692516055916e+00,-1.568397730042719656e-03,0.000000000000000000e+00
3.200002268446309728e+01,1.200000494652409913e+02,0.000000000000000000e+00,3.999999723237360527e+00,-1.487985558382022089e-03,0.000000000000000000e+00
3.200002629174492341e+01,1.200000494637029647e+02,0.000000000000000000e+00,3.999999750889240868e+00,-1.411696139936912796e-03,0.000000000000000000e+00
3.200002989902676376e+01,1.200000494622438083e+02,0.000000000000000000e+00,3.999999775778369848e+00,-1.339318100117145192e-03,0.000000000000000000e+00
3.200003350630863252e+01,1.200000494608594579e+02,0.000000000000000000e+00,3.999999798180778665e+00,-1.270650901552966734e-03,0.000000000000000000e+00
3.200003711359050840e+01,1.200000494595460623e+02,0.000000000000000000e+00,3.999999818344920133e+00,-1.205504288469631032e-03,0.000000000000000000e+00
3.200004072087240559e+01,1.200000494583000261e+02,0.000000000000000000e+00,3.999999836494423811e+00,-1.143697759548722255e-03,0.000000000000000000e+00
3.200004432815431699e+01,1.200000494571178677e+02,0.000000000000000000e+00,3.999999852830576241e+00,-1.085060067815807544e-03,0.000000000000000000e+00
3.200004793543624260e+01,1.200000494559963329e+02,0.000000000000000000e+00,3.999999867534552500e+00,-1.029428746168800342e-03,0.000000000000000000e+00
3.200005154271817531e+01,1.200000494549322809e+02,0.000000000000000000e+00,3.999999880769427030e+00,-9.766496572324535799e-04,0.000000000000000000e+00
3.200005515000012224e+01,1.200000494539227844e+02,0.000000000000000000e+00,3.999999892681979752e+00,-9.265765662918018898e-04,0.000000000000000000e+00
3.200005875728206917e+01,1.200000494529650581e+02,0.000000000000000000e+00,3.999999903404326762e+00,-8.790707361213039115e-04,0.000000000000000000e+00
3.200006236456402320e+01,1.200000494520564160e+02,0.000000000000000000e+00,3.999999913055383605e+00,-8.340005425871090290e-04,0.000000000000000000e+00
3.200006597184599144e+01,1.200000494511943856e+02,0.000000000000000000e+00,3.999999921742185105e+00,-7.912411099574136533e-04,0.000000000000000000e+00
3.200006957912795968e+01,1.200000494503765225e+02,0.000000000000000000e+00,3.999999929561071976e+00,-7.506739649104826649e-04,0.000000000000000000e+00
3.200007318640993503e+01,1.200000494496006240e+02,0.000000000000000000e+00,3.999999936598758854e+00,-7.121867082817139472e-04,0.000000000000000000e+00
3.200007679369191749e+01,1.200000494488644875e+02,0.000000000000000000e+00,3.999999942933297081e+00,-6.756727036402646437e-04,0.000000000000000000e+00
3.200008040097389284e+01,1.200000494481660951e+02,0.000000000000000000e+00,3.999999948634939351e+00,-6.410307818323946220e-04,0.000000000000000000e+00
3.200008400825587529e+01,1.200000494475035140e+02,0.000000000000000000e+00,3.999999953766919969e+00,-6.081649606729152549e-04,0.000000000000000000e+00
3.200008761553786485e+01,1.200000494468748826e+02,0.000000000000000000e+00,3.999999958386154741e+00,-5.769841790081000135e-04,0.000000000000000000e+00
3.200009122281985441e+01,1.200000494462784957e+02,0.000000000000000000e+00,3.999999962543872911e+00,-5.474020444132332922e-04,0.000000000000000000e+00
3.200009483010184397e+01,1.200000494457126905e+02,0.000000000000000000e+00,3.999999966286185593e+00,-5.193365938257520423e-04,0.000000000000000000e+00
3.200009843738383353e+01,1.200000494451758897e+02,0.000000000000000000e+00,3.999999969654596477e+00,-4.927100664507675677e-04,0.000000000000000000e+00
3.200010204466583019e+01,1.200000494446666153e+02,0.000000000000000000e+00,3.999999972686463234e+00,-4.674486883097699942e-04,0.000000000000000000e+00
3.200010565194782686e+01,1.200000494441834462e+02,0.000000000000000000e+00,3.999999975415410081e+00,-4.434824678355588469e-04,0.000000000000000000e+00
3.200010925922981642e+01,1.200000494437250467e+02,0.000000000000000000e+00,3.999999977871703027e+00,-4.207450019470683044e-04,0.000000000000000000e+00
3.200011286651180598e+01,1.200000494432901519e+02,0.000000000000000000e+00,3.999999980082582951e+00,-3.991732920667761544e-04,0.000000000000000000e+00
