gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.199992935375870928e+01,1.200000745703706997e+02,7.526494522209635107e+00,3.961435352070088012e+00,1.457285948081345553e-02,1.744259143993262193e-02
3.199990761221380708e+01,1.200001284537650150e+02,8.104739669736499508e+00,4.016833446531561158e+00,-3.478785140423840128e-02,4.258954346737170438e-02
3.199994263658970439e+01,1.200000385965716134e+02,-1.227105046364578556e+01,4.045242343541155527e+00,2.805987457178185304e-03,-1.091364506428056658e-02
3.199994476302777358e+01,1.200001852973296792e+02,-7.669061184675837417e+00,3.968455277944987092e+00,2.905208748656216283e-05,-7.766173400476274191e-02
3.199996050801770409e+01,1.200000181804555694e+02,-1.837632440620451835e+00,3.994157300677060096e+00,-8.326036213606699543e-02,-1.750722914312140624e-02
3.199996209384802626e+01,1.200000009486885375e+02,3.687400103619990599e+00,4.017783861087429464e+00,-1.109714659242721189e-02,1.675728089636766560e-01
3.199997060526937886e+01,1.200000266659182273e+02,1.832294828535550035e+00,4.018365923686985752e+00,3.197222483015905482e-03,-5.958925737013703178e-02
3.199997076422735276e+01,1.200000224679351106e+02,-8.849202830302239420e+00,4.024443738557160088e+00,-4.222132807070912153e-02,8.508648048917755169e-02
3.199998243628602168e+01,1.200000885968038915e+02,-8.205421706322769682e-01,4.039337422928426236e+00,-4.413399535792759260e-02,-3.677420102519449868e-02
3.199995126943519708e+01,1.200001188345014498e+02,-8.763487668824046395e+00,4.004183818005363271e+00,-4.842652688559849483e-02,5.766758948705782983e-02
3.199995901096727025e+01,1.200001543785726881e+02,1.147060195439917329e+00,3.979055531210650809e+00,1.008609775526177199e-01,-5.383769287886402272e-02
3.199989730993477366e+01,1.200000423331528339e+02,9.486247032480378039e+00,4.003840049786999700e+00,-7.300074350220991937e-02,-6.637623968884303130e-03
3.200006826671769034e+01,1.199999814847943611e+02,-3.541949015723288685e+00,3.950029777224007610e+00,-3.022460716806883198e-03,5.326294218551555493e-02
3.200005464246491726e+01,1.200000017713531264e+02,8.070226791007673484e+00,4.030548575705980241e+00,-8.690099237074590255e-02,1.107676483389863353e-02
3.199996749725673340e+01,1.200000733551496950e+02,2.742360080050493032e+00,3.877816300965309715e+00,1.384629396847085296e-02,3.043564951095156443e-02
3.200000323008660530e+01,1.200000907774198993e+02,4.934815982125829059e+00,4.136545827931208841e+00,3.507868193199688983e-02,5.702971030510135819e-02
3.200000342661670771e+01,1.200000445866124892e+02,-5.447907783455888442e+00,4.086250436820511034e+00,-7.407507762489817793e-02,5.564509547135822187e-02
3.200004424971718464e+01,1.200000898162192158e+02,-1.606434865083806329e+01,3.974522463422772933e+00,-3.374815964525602202e-02,1.623706988168025639e-02
3.200007775556137801e+01,1.199999977353797647e+02,9.074210627412526264e+00,3.918250186412381098e+00,2.245499626723241118e-02,1.990827042671083902e-02
3.200003086836699850e+01,1.200000888626581883e+02,-1.562773776118659530e+00,3.952372394890523388e+00,-3.772332705541535380e-02,2.347706777317146165e-02
3.200006251656309786e+01,1.200000442394398021e+02,1.151521163238530931e+01,3.940685882351238067e+00,-2.455014203385609897e-02,8.267250802038177138e-02
3.200008037224775848e+01,1.200000576082383787e+02,5.076141050405069244e+00,3.902697485248059373e+00,-6.212923595698600920e-02,4.308652224846961959e-04
3.199997903478370276e+01,1.200001060746545676e+02,3.525989288306192293e+00,4.003743585854770082e+00,4.750839228732845615e-02,6.239267487641552562e-02
3.200004768383598730e+01,1.200000551107439151e+02,-3.532002991469681774e+00,4.058996082582823739e+00,-3.223087090480596106e-02,-8.530098423818627609e-03
3.200000407574573558e+01,1.200000082052791726e+02,8.882400449964055866e+00,4.055037393313224214e+00,-5.622311492268099870e-02,-5.034679839026470760e-02
3.199995771452154614e+01,1.200001201504584571e+02,-5.362892953308424637e+00,3.958924740708856582e+00,-1.926927358415704214e-02,-4.635195749540884508e-02
3.200007098561908236e+01,1.200001047425487855e+02,-1.901369089529229583e+01,3.975153278624126152e+00,-7.552929403232996886e-02,4.196464952800888111e-03
3.200001414839461944e+01,1.200000373129244053e+02,-2.315621376027778011e-01,3.981012244755291807e+00,-7.702886324417877739e-02,-7.372036024812182731e-02
3.200004002777449585e+01,1.199999481246493076e+02,1.042546834472665651e+01,3.972942863697176197e+00,9.490792415279393837e-04,4.079862231988893445e-02
3.200008726639810419e+01,1.200000723908330116e+02,9.542338076274818448e+00,4.044584428739996795e+00,-7.818785705794176547e-03,-3.858551045124678294e-03
3.200007141523434484e+01,1.200001488984065077e+02,-7.172255133649696468e+00,3.992730974701842683e+00,5.369732904678924112e-02,-6.347592736525747847e-02
3.200003056132338486e+01,1.200000326827768191e+02,7.172573392679842286e+00,4.016383895785277325e+00,7.603264179659203082e-04,-4.221915842529921394e-03
3.199997034407892826e+01,1.200000553449836218e+02,-7.507257718608978392e-01,3.998318477502194934e+00,-8.073101813450010711e-02,-3.178313801044022752e-02
3.200001896922016442e+01,1.200000176049902336e+02,6.977908661309864868e+00,3.982413994779789412e+00,2.064398218209410017e-03,-6.270024424779978289e-02
3.200008643084505877e+01,1.200000394651960676e+02,-6.007146802703552169e+00,3.973161634455953273e+00,-1.163760634209746493e-02,1.012567270632980590e-02
3.200011353591725793e+01,1.200000458900816227e+02,3.762446100984914388e+00,4.018333555820450265e+00,-2.215204100760998201e-03,-7.550904575492056736e-02
3.200008564253943177e+01,1.200001309262799367e+02,-8.308867139635253807e+00,3.908837460015901488e+00,-1.013575747972899482e-02,-1.766071099222275495e-02
3.200004867176845380e+01,1.200001006592735706e+02,1.198253318733093664e+01,3.980613936642223294e+00,-6.674880783079492619e-02,-8.906064090127086344e-03
3.200011044735315124e+01,1.200000449452577129e+02,-1.166995645381109092e+01,3.896135470353697450e+00,-1.823511506717397090e-02,-8.924478367378774202e-02
3.200004452735302607e+01,1.199999712535206697e+02,7.910975542650987791e+00,3.899635002210319890e+00,5.116067238763642028e-02,-9.054757629433467236e-02
3.200008668116451815e+01,1.200000861041711602e+02,1.798545822533522909e+01,3.986508553460387905e+00,2.044748477060306588e-02,-4.582383579499274551e-02
3.200008378770682071e+01,1.200000715924247316e+02,5.589456306485187653e-01,3.986361186468230233e+00,-1.483806414563156213e-03,-3.866085632774133012e-03
3.200006810294189563e+01,1.200000500085593984e+02,7.152876084308225302e+00,4.012721146282119733e+00,1.963513093065032480e-02,-9.408654199462636314e-02
3.200008137980044154e+01,1.200000241416618394e+02,3.856841112439713282e+00,3.992124858808505650e+00,5.321890232671720733e-02,-4.634841902222076176e-02
3.200015467990649398e+01,1.200001369163739042e+02,2.842907338593435362e+00,3.976944681728023401e+00,-5.018952876793472684e-02,-3.288875789159730056e-02
3.200011540999625481e+01,1.199999993596307206e+02,2.239986827324669250e-01,3.917746832722602601e+00,6.407198000878048735e-03,1.451104854196835076e-02
3.200014935131143545e+01,1.199999995093394887e+02,-2.265675082163583376e+00,3.956263169330497487e+00,-2.843672348307102818e-02,8.979450091781882373e-03
3.200009870281729718e+01,1.200000480793563469e+02,6.575377784986558893e+00,3.975328723064741610e+00,2.070424279385943422e-02,-1.530340832554063016e-02
3.200009294658732273e+01,1.200000219771702348e+02,-3.696602880128209812e+00,4.044969962580531764e+00,-2.796631189782968797e-03,-2.216322126456882462e-03
3.200003729289051080e+01,1.200000107831378386e+02,5.700122921125633013e+00,4.041128237300622317e+00,-6.060471050762204770e-02,4.693927251873257489e-02
